NoOriginal;Farmers;Site;Regie;Prélèvement;TeaType;Répétition;Poids_Contenu (g);Poids_Total _g;Poids_sac _g;Poids_final_g
250G;Belanger;10;Conventionel;2;Green tea;1;1.794;2.022;0.229;1.0428
194S;Belanger;10;Conventionel;2;Rooibos tea;1;1.903;2.127;0.224;
195S;Belanger;10;Conventionel;2;Rooibos tea;1;1.908;2.136;0.227;1.5839
196S;Belanger;10;Conventionel;2;Rooibos tea;1;1.903;2.13;0.227;1.5626
197S;Belanger;10;Conventionel;2;Rooibos tea;1;1.919;2.147;0.228;1.5538
198S;Belanger;10;Conventionel;2;Rooibos tea;1;1.918;2.144;0.227;
199S;Belanger;10;Conventionel;2;Rooibos tea;1;1.91;2.137;0.228;1.5771
200S;Belanger;10;Conventionel;2;Rooibos tea;1;1.905;2.132;0.228;1.6251
201S;Belanger;10;Conventionel;2;Rooibos tea;1;1.896;2.125;0.228;1.6228
202S;Belanger;10;Conventionel;2;Rooibos tea;1;1.911;2.138;0.228;1.5331
203S;Belanger;10;Conventionel;2;Rooibos tea;1;1.915;2.14;0.226;1.5357
204S;Belanger;10;Conventionel;2;Rooibos tea;1;1.895;2.121;0.227;1.5217
305S;Belanger;10;Conventionel;2;Rooibos tea;1;1.909;2.27;0.36;1.5195
306S;Belanger;10;Conventionel;2;Rooibos tea;1;1.894;2.254;0.361;1.5085
307S;Belanger;10;Conventionel;2;Rooibos tea;1;1.917;2.273;0.356;
308S;Belanger;10;Conventionel;2;Rooibos tea;1;1.904;2.266;0.362;1.6316
309S;Belanger;10;Conventionel;2;Rooibos tea;1;1.896;2.245;0.349;1.5392
310S;Belanger;10;Conventionel;2;Rooibos tea;1;1.916;2.273;0.357;1.556
311S;Belanger;10;Conventionel;2;Rooibos tea;1;1.921;2.284;0.363;1.5249
312S;Belanger;10;Conventionel;2;Rooibos tea;1;1.921;2.285;0.364;1.5497
313S;Belanger;10;Conventionel;2;Rooibos tea;1;1.905;2.264;0.359;1.639
263N;Belanger;10;Conventionel;2;Cranberry litter;1;1.915;2.271;0.356;1.9708
264N;Belanger;10;Conventionel;2;Cranberry litter;1;1.928;2.298;0.368;1.9647
265N;Belanger;10;Conventionel;2;Cranberry litter;1;1.92;2.289;0.369;1.9716
266N;Belanger;10;Conventionel;2;Cranberry litter;1;1.937;2.299;0.361;1.9982
267N;Belanger;10;Conventionel;2;Cranberry litter;1;1.922;2.287;0.364;
268N;Belanger;10;Conventionel;2;Cranberry litter;1;1.903;2.272;0.368;1.9563
269N;Belanger;10;Conventionel;2;Cranberry litter;1;1.925;2.286;0.36;
270N;Belanger;10;Conventionel;2;Cranberry litter;1;1.932;2.291;0.359;1.9791
271N;Belanger;10;Conventionel;2;Cranberry litter;1;1.894;2.26;0.364;1.9361
272N;Belanger;10;Conventionel;2;Cranberry litter;1;1.887;2.248;0.361;
273N;Belanger;10;Conventionel;2;Cranberry litter;1;1.931;2.291;0.36;
274N;Belanger;10;Conventionel;2;Cranberry litter;1;1.9;2.259;0.359;
275N;Belanger;10;Conventionel;2;Cranberry litter;1;1.894;2.253;0.36;1.9618
276N;Belanger;10;Conventionel;2;Cranberry litter;1;1.911;2.276;0.365;1.969
277N;Belanger;10;Conventionel;2;Cranberry litter;1;1.884;2.244;0.361;1.9339
278N;Belanger;10;Conventionel;2;Cranberry litter;1;1.882;2.249;0.367;1.9268
279N;Belanger;10;Conventionel;2;Cranberry litter;1;1.938;2.292;0.355;1
280N;Belanger;10;Conventionel;2;Cranberry litter;1;1.918;2.278;0.357;1.968
281N;Belanger;10;Conventionel;2;Cranberry litter;1;1.924;2.286;0.362;1.9875
282N;Belanger;10;Conventionel;2;Cranberry litter;1;1.926;2.283;0.359;1.9835
251G;Belanger;10;Conventionel;2;Green tea;2;1.751;1.977;0.227;1.0266
252G;Belanger;10;Conventionel;2;Green tea;2;1.787;2.015;0.229;
253G;Belanger;10;Conventionel;2;Green tea;2;1.78;2.007;0.227;
254G;Belanger;10;Conventionel;2;Green tea;2;1.768;1.996;0.227;1.0726
255G;Belanger;10;Conventionel;2;Green tea;2;1.783;2.01;0.226;1.0934
256G;Belanger;10;Conventionel;2;Green tea;2;1.776;2.003;0.227;1.0787
257G;Belanger;10;Conventionel;2;Green tea;2;1.763;1.992;0.228;0.9834
258G;Belanger;10;Conventionel;2;Green tea;2;1.786;2.014;0.228;1.0863
259G;Belanger;10;Conventionel;2;Green tea;2;1.767;1.993;0.227;1.0275
260G;Belanger;10;Conventionel;2;Green tea;2;1.791;2.019;0.228;1.0902
261G;Belanger;10;Conventionel;2;Green tea;2;1.784;2.011;0.227;1.0828
262G;Belanger;10;Conventionel;2;Green tea;2;1.792;2.015;0.224;1.0638
263G;Belanger;10;Conventionel;2;Green tea;2;1.762;1.99;0.228;1.0418
264G;Belanger;10;Conventionel;2;Green tea;2;1.775;2.004;0.229;1.1151
265G;Belanger;10;Conventionel;2;Green tea;2;1.771;1.999;0.229;1.0542
266G;Belanger;10;Conventionel;2;Green tea;2;1.778;2.004;0.226;1.1003
267G;Belanger;10;Conventionel;2;Green tea;2;1.795;2.021;0.226;1.0348
268G;Belanger;10;Conventionel;2;Green tea;2;1.771;1.999;0.228;1.058
269G;Belanger;10;Conventionel;2;Green tea;2;1.783;2.01;0.227;1.0479
270G;Belanger;10;Conventionel;2;Green tea;2;1.774;2.002;0.228;1.0936
314S;Belanger;10;Conventionel;2;Rooibos tea;2;1.929;2.289;0.361;1.7112
315S;Belanger;10;Conventionel;2;Rooibos tea;2;1.904;2.26;0.357;1.6925
316S;Belanger;10;Conventionel;2;Rooibos tea;2;1.919;2.278;0.359;1.6659
317S;Belanger;10;Conventionel;2;Rooibos tea;2;1.89;2.249;0.36;
318S;Belanger;10;Conventionel;2;Rooibos tea;2;1.914;2.275;0.362;1.5952
319S;Belanger;10;Conventionel;2;Rooibos tea;2;1.927;2.291;0.364;1.5821
320S;Belanger;10;Conventionel;2;Rooibos tea;2;1.929;2.289;0.36;1.5741
321S;Belanger;10;Conventionel;2;Rooibos tea;2;1.916;2.28;0.364;
322S;Belanger;10;Conventionel;2;Rooibos tea;2;1.924;2.283;0.358;
323S;Belanger;10;Conventionel;2;Rooibos tea;2;1.923;2.284;0.362;1.5852
324S;Belanger;10;Conventionel;2;Rooibos tea;2;1.905;2.262;0.357;1.6501
325S;Belanger;10;Conventionel;2;Rooibos tea;2;1.924;2.285;0.361;1.677
326S;Belanger;10;Conventionel;2;Rooibos tea;2;1.926;2.287;0.361;1.6912
327S;Belanger;10;Conventionel;2;Rooibos tea;2;1.896;2.258;0.363;1.4988
328S;Belanger;10;Conventionel;2;Rooibos tea;2;1.918;2.281;0.362;1.655
329S;Belanger;10;Conventionel;2;Rooibos tea;2;1.924;2.279;0.355;1.6935
330S;Belanger;10;Conventionel;2;Rooibos tea;2;1.905;2.27;0.365;1.6809
331S;Belanger;10;Conventionel;2;Rooibos tea;2;1.921;2.282;0.361;1.6998
332S;Belanger;10;Conventionel;2;Rooibos tea;2;1.908;2.268;0.359;1.6881
333S;Belanger;10;Conventionel;2;Rooibos tea;2;1.92;2.281;0.361;1.6492
283N;Belanger;10;Conventionel;2;Cranberry litter;2;1.937;2.292;0.356;1.9803
284N;Belanger;10;Conventionel;2;Cranberry litter;2;1.922;2.281;0.36;1.9541
285N;Belanger;10;Conventionel;2;Cranberry litter;2;1.908;2.27;0.363;
286N;Belanger;10;Conventionel;2;Cranberry litter;2;1.897;2.257;0.36;1.9409
287N;Belanger;10;Conventionel;2;Cranberry litter;2;1.899;2.263;0.364;1.9515
288N;Belanger;10;Conventionel;2;Cranberry litter;2;1.922;2.285;0.363;1.9857
289N;Belanger;10;Conventionel;2;Cranberry litter;2;1.912;2.268;0.358;1.9611
290N;Belanger;10;Conventionel;2;Cranberry litter;2;1.924;2.282;0.357;
291N;Belanger;10;Conventionel;2;Cranberry litter;2;1.931;2.295;0.364;
292N;Belanger;10;Conventionel;2;Cranberry litter;2;1.91;2.267;0.356;1.9532
293N;Belanger;10;Conventionel;2;Cranberry litter;2;1.888;2.251;0.363;
294N;Belanger;10;Conventionel;2;Cranberry litter;2;1.934;2.293;0.358;
295N;Belanger;10;Conventionel;2;Cranberry litter;2;1.901;2.264;0.362;
296N;Belanger;10;Conventionel;2;Cranberry litter;2;1.9;2.26;0.36;
297N;Belanger;10;Conventionel;2;Cranberry litter;2;1.883;2.249;0.365;1.942
298N;Belanger;10;Conventionel;2;Cranberry litter;2;1.912;2.273;0.361;1.968
299N;Belanger;10;Conventionel;2;Cranberry litter;2;1.91;2.266;0.356;1.9405
300N;Belanger;10;Conventionel;2;Cranberry litter;2;1.883;2.244;0.361;1.941
301N;Belanger;10;Conventionel;2;Cranberry litter;2;1.91;2.273;0.363;1.8769
302N;Belanger;10;Conventionel;2;Cranberry litter;2;1.905;2.27;0.365;
271G;Belanger;10;Conventionel;3;Green tea;1;1.767;1.995;0.228;0.9031
272G;Belanger;10;Conventionel;3;Green tea;1;1.767;1.997;0.23;
273G;Belanger;10;Conventionel;3;Green tea;1;1.792;2.021;0.23;
274G;Belanger;10;Conventionel;3;Green tea;1;1.791;2.019;0.229;0.9138
275G;Belanger;10;Conventionel;3;Green tea;1;1.757;1.986;0.23;0.9009
276G;Belanger;10;Conventionel;3;Green tea;1;1.758;1.988;0.231;0.9076
449G;Belanger;10;Conventionel;3;Green tea;1;1.791;2.144;0.353;0.9081
450G;Belanger;10;Conventionel;3;Green tea;1;1.789;2.14;0.351;0.885
451G;Belanger;10;Conventionel;3;Green tea;1;1.789;2.151;0.361;0.8557
452G;Belanger;10;Conventionel;3;Green tea;1;1.77;2.128;0.358;0.8677
453G;Belanger;10;Conventionel;3;Green tea;1;1.793;2.156;0.362;0.9127
454G;Belanger;10;Conventionel;3;Green tea;1;1.752;2.107;0.354;0.8945
455G;Belanger;10;Conventionel;3;Green tea;1;1.75;2.106;0.355;0.9029
456G;Belanger;10;Conventionel;3;Green tea;1;1.789;2.159;0.37;0.909
457G;Belanger;10;Conventionel;3;Green tea;1;1.78;2.133;0.353;0.903
458G;Belanger;10;Conventionel;3;Green tea;1;1.771;2.13;0.358;0.9141
459G;Belanger;10;Conventionel;3;Green tea;1;1.799;2.158;0.359;0.9114
460G;Belanger;10;Conventionel;3;Green tea;1;1.777;2.13;0.353;0.9154
461G;Belanger;10;Conventionel;3;Green tea;1;1.787;2.143;0.357;0.9029
462G;Belanger;10;Conventionel;3;Green tea;1;1.791;2.158;0.367;0.8878
334S;Belanger;10;Conventionel;3;Rooibos tea;1;1.906;2.27;0.364;1.4381
335S;Belanger;10;Conventionel;3;Rooibos tea;1;1.924;2.282;0.357;1.5746
336S;Belanger;10;Conventionel;3;Rooibos tea;1;1.926;2.278;0.351;1.4923
337S;Belanger;10;Conventionel;3;Rooibos tea;1;1.899;2.257;0.357;1.5087
338S;Belanger;10;Conventionel;3;Rooibos tea;1;1.92;2.276;0.355;1.5166
339S;Belanger;10;Conventionel;3;Rooibos tea;1;1.911;2.264;0.354;
340S;Belanger;10;Conventionel;3;Rooibos tea;1;1.913;2.271;0.358;1.4781
341S;Belanger;10;Conventionel;3;Rooibos tea;1;1.919;2.278;0.359;1.5012
342S;Belanger;10;Conventionel;3;Rooibos tea;1;1.91;2.272;0.363;1.5188
343S;Belanger;10;Conventionel;3;Rooibos tea;1;1.923;2.279;0.356;1.5356
344S;Belanger;10;Conventionel;3;Rooibos tea;1;1.909;2.271;0.363;1.5394
345S;Belanger;10;Conventionel;3;Rooibos tea;1;1.89;2.25;0.36;1.5157
346S;Belanger;10;Conventionel;3;Rooibos tea;1;1.899;2.256;0.357;1.4165
347S;Belanger;10;Conventionel;3;Rooibos tea;1;1.915;2.278;0.362;1.5087
348S;Belanger;10;Conventionel;3;Rooibos tea;1;1.899;2.262;0.363;1.4499
349S;Belanger;10;Conventionel;3;Rooibos tea;1;1.904;2.262;0.358;
350S;Belanger;10;Conventionel;3;Rooibos tea;1;1.919;2.276;0.358;1.4881
351S;Belanger;10;Conventionel;3;Rooibos tea;1;1.889;2.248;0.361;1.4619
352S;Belanger;10;Conventionel;3;Rooibos tea;1;1.9;2.259;0.36;1.3498
353S;Belanger;10;Conventionel;3;Rooibos tea;1;1.91;2.267;0.356;1.3063
303N;Belanger;10;Conventionel;3;Cranberry litter;1;1.915;2.276;0.36;1.8916
304N;Belanger;10;Conventionel;3;Cranberry litter;1;1.886;2.255;0.365;1.6695
305N;Belanger;10;Conventionel;3;Cranberry litter;1;1.909;2.27;0.362;
306N;Belanger;10;Conventionel;3;Cranberry litter;1;1.924;2.287;0.363;1.8803
307N;Belanger;10;Conventionel;3;Cranberry litter;1;1.894;2.254;0.358;1.8588
308N;Belanger;10;Conventionel;3;Cranberry litter;1;1.929;2.287;0.357;
309N;Belanger;10;Conventionel;3;Cranberry litter;1;1.906;2.263;0.357;1.8937
310N;Belanger;10;Conventionel;3;Cranberry litter;1;1.882;2.244;0.363;1.8638
312N;Belanger;10;Conventionel;3;Cranberry litter;1;1.899;2.262;0.365;1.7691
313N;Belanger;10;Conventionel;3;Cranberry litter;1;1.894;2.254;0.359;1.8646
314N;Belanger;10;Conventionel;3;Cranberry litter;1;1.885;2.245;0.36;1.8667
315N;Belanger;10;Conventionel;3;Cranberry litter;1;1.907;2.265;0.359;1.878
316N;Belanger;10;Conventionel;3;Cranberry litter;1;1.929;2.289;0.361;1.8048
317N;Belanger;10;Conventionel;3;Cranberry litter;1;1.913;2.277;0.363;1.9253
318N;Belanger;10;Conventionel;3;Cranberry litter;1;1.939;2.296;0.357;
1030N;Belanger;10;Conventionel;3;Cranberry litter;1;1.939;2.296;0.357;1.7396
1031N;Belanger;10;Conventionel;3;Cranberry litter;1;1.9004;2.2538;0.3553;
1032N;Belanger;10;Conventionel;3;Cranberry litter;1;1.9081;2.2685;0.3605;
1033N;Belanger;10;Conventionel;3;Cranberry litter;1;1.8959;2.2518;0.3556;
1034N;Belanger;10;Conventionel;3;Cranberry litter;1;1.8917;2.2505;0.3587;1.838
463G;Belanger;10;Conventionel;3;Green tea;2;1.777;2.133;0.361;0.8547
464G;Belanger;10;Conventionel;3;Green tea;2;1.777;2.142;0.365;0.8918
465G;Belanger;10;Conventionel;3;Green tea;2;1.772;2.131;0.358;0.8901
466G;Belanger;10;Conventionel;3;Green tea;2;1.782;2.144;0.362;0.9118
467G;Belanger;10;Conventionel;3;Green tea;2;1.772;2.126;0.352;0.8406
468G;Belanger;10;Conventionel;3;Green tea;2;1.7995;2.1587;0.36;0.9022
469G;Belanger;10;Conventionel;3;Green tea;2;1.751;2.111;0.358;0.8705
470G;Belanger;10;Conventionel;3;Green tea;2;1.792;2.151;0.358;0.9316
471G;Belanger;10;Conventionel;3;Green tea;2;1.75;2.105;0.357;0.9005
472G;Belanger;10;Conventionel;3;Green tea;2;1.728;2.085;0.355;0.918
473G;Belanger;10;Conventionel;3;Green tea;2;1.777;2.134;0.359;0.9331
474G;Belanger;10;Conventionel;3;Green tea;2;1.785;2.139;0.354;0.9128
475G;Belanger;10;Conventionel;3;Green tea;2;1.769;2.127;0.358;0.8867
476G;Belanger;10;Conventionel;3;Green tea;2;1.788;2.147;0.358;0.9061
477G;Belanger;10;Conventionel;3;Green tea;2;1.783;2.146;0.361;0.9016
478G;Belanger;10;Conventionel;3;Green tea;2;1.77;2.131;0.361;0.9099
479G;Belanger;10;Conventionel;3;Green tea;2;1.787;2.15;0.363;
480G;Belanger;10;Conventionel;3;Green tea;2;1.792;2.151;0.36;0.87
481G;Belanger;10;Conventionel;3;Green tea;2;1.763;2.124;0.361;0.852
482G;Belanger;10;Conventionel;3;Green tea;2;1.756;2.115;0.359;0.921
354S;Belanger;10;Conventionel;3;Rooibos tea;2;1.909;2.273;0.363;1.5273
355S;Belanger;10;Conventionel;3;Rooibos tea;2;1.895;2.254;0.359;1.5061
356S;Belanger;10;Conventionel;3;Rooibos tea;2;1.897;2.255;0.359;1.4908
357S;Belanger;10;Conventionel;3;Rooibos tea;2;1.917;2.278;0.361;
358S;Belanger;10;Conventionel;3;Rooibos tea;2;1.893;2.259;0.366;1.4741
359S;Belanger;10;Conventionel;3;Rooibos tea;2;1.924;2.282;0.357;
360S;Belanger;10;Conventionel;3;Rooibos tea;2;1.891;2.245;0.355;
361S;Belanger;10;Conventionel;3;Rooibos tea;2;1.907;2.268;0.36;1.4605
362S;Belanger;10;Conventionel;3;Rooibos tea;2;1.908;2.265;0.358;
363S;Belanger;10;Conventionel;3;Rooibos tea;2;1.926;2.278;0.353;1.4666
364S;Belanger;10;Conventionel;3;Rooibos tea;2;1.9;2.259;0.358;1.4561
365S;Belanger;10;Conventionel;3;Rooibos tea;2;1.908;2.272;0.364;1.5244
366S;Belanger;10;Conventionel;3;Rooibos tea;2;1.913;2.268;0.356;
367S;Belanger;10;Conventionel;3;Rooibos tea;2;1.924;2.28;0.356;1.4665
368S;Belanger;10;Conventionel;3;Rooibos tea;2;1.906;2.27;0.364;1.5256
369S;Belanger;10;Conventionel;3;Rooibos tea;2;1.91;2.274;0.364;1.5203
370S;Belanger;10;Conventionel;3;Rooibos tea;2;1.916;2.275;0.359;
371S;Belanger;10;Conventionel;3;Rooibos tea;2;1.902;2.262;0.36;1.5477
372S;Belanger;10;Conventionel;3;Rooibos tea;2;1.917;2.262;0.346;
373S;Belanger;10;Conventionel;3;Rooibos tea;2;1.92;2.277;0.358;1.5151
1035N;Belanger;10;Conventionel;3;Cranberry litter;2;1.8919;2.2466;0.3555;
1036N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9022;2.2615;0.3592;1.8866
1037N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9005;2.2587;0.3592;1.8681
1038N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9177;2.2834;0.3653;1.8909
1039N;Belanger;10;Conventionel;3;Cranberry litter;2;1.8998;2.2581;0.3587;
1040N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9098;2.2652;0.3565;1.8914
1041N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9143;2.2682;0.3547;1.9518
1042N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9101;2.2692;0.3607;1.8616
1043N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9051;2.2657;0.3611;
1044N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9182;2.281;0.3632;1.8649
1045N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9075;2.2659;0.3588;1.8729
1046N;Belanger;10;Conventionel;3;Cranberry litter;2;1.8961;2.2565;0.3626;1.8267
1047N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9175;2.2744;0.3583;1.9067
1048N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9158;2.2768;0.3597;1.9537
1049N;Belanger;10;Conventionel;3;Cranberry litter;2;1.8943;2.2622;0.3688;1.8845
1050N;Belanger;10;Conventionel;3;Cranberry litter;2;1.8882;2.2412;0.3527;1.8876
1051N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9132;2.2749;0.3616;1.8418
1052N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9053;2.2648;0.3589;
1053N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9125;2.2749;0.3622;
1054N;Belanger;10;Conventionel;3;Cranberry litter;2;1.9176;2.2761;0.3592;1.9104
483G;Belanger;10;Conventionel;4;Green tea;1;1.775;2.134;0.359;0.7628
484G;Belanger;10;Conventionel;4;Green tea;1;1.787;2.146;0.359;0.82
485G;Belanger;10;Conventionel;4;Green tea;1;1.774;2.129;0.354;0.8953
486G;Belanger;10;Conventionel;4;Green tea;1;1.765;2.126;0.361;0.8297
487G;Belanger;10;Conventionel;4;Green tea;1;1.759;2.125;0.365;0.8442
488G;Belanger;10;Conventionel;4;Green tea;1;1.753;2.114;0.359;0.7818
489G;Belanger;10;Conventionel;4;Green tea;1;1.794;2.147;0.352;0.8421
490G;Belanger;10;Conventionel;4;Green tea;1;1.769;2.129;0.361;0.848
491G;Belanger;10;Conventionel;4;Green tea;1;1.768;2.125;0.356;0.8045
492G;Belanger;10;Conventionel;4;Green tea;1;1.792;2.158;0.365;
493G;Belanger;10;Conventionel;4;Green tea;1;1.755;2.118;0.362;0.8322
494G;Belanger;10;Conventionel;4;Green tea;1;1.776;2.127;0.349;0.8826
495G;Belanger;10;Conventionel;4;Green tea;1;1.795;2.148;0.353;0.8482
496G;Belanger;10;Conventionel;4;Green tea;1;1.757;2.113;0.359;0.68
497G;Belanger;10;Conventionel;4;Green tea;1;1.773;2.14;0.367;0.7604
498G;Belanger;10;Conventionel;4;Green tea;1;1.792;2.154;0.362;0.8034
499G;Belanger;10;Conventionel;4;Green tea;1;1.786;2.145;0.359;0.8462
500G;Belanger;10;Conventionel;4;Green tea;1;1.775;2.132;0.356;0.8612
501G;Belanger;10;Conventionel;4;Green tea;1;1.799;2.159;0.36;0.8548
502G;Belanger;10;Conventionel;4;Green tea;1;1.772;2.127;0.355;0.7722
374S;Belanger;10;Conventionel;4;Rooibos tea;1;1.894;2.25;0.356;1.3076
375S;Belanger;10;Conventionel;4;Rooibos tea;1;1.917;2.277;0.36;1.4922
376S;Belanger;10;Conventionel;4;Rooibos tea;1;1.898;2.253;0.356;1.3279
377S;Belanger;10;Conventionel;4;Rooibos tea;1;1.922;2.276;0.355;1.4347
378S;Belanger;10;Conventionel;4;Rooibos tea;1;1.887;2.238;0.352;1.4003
379S;Belanger;10;Conventionel;4;Rooibos tea;1;1.901;2.258;0.357;1.4236
380S;Belanger;10;Conventionel;4;Rooibos tea;1;1.906;2.264;0.357;1.3589
381S;Belanger;10;Conventionel;4;Rooibos tea;1;1.898;2.246;0.347;1.3844
382S;Belanger;10;Conventionel;4;Rooibos tea;1;1.903;2.262;0.358;1.4716
383S;Belanger;10;Conventionel;4;Rooibos tea;1;1.918;2.279;0.362;
384S;Belanger;10;Conventionel;4;Rooibos tea;1;1.892;2.25;0.358;1.5234
385S;Belanger;10;Conventionel;4;Rooibos tea;1;1.904;2.259;0.355;1.3693
386S;Belanger;10;Conventionel;4;Rooibos tea;1;1.918;2.279;0.361;1.4208
387S;Belanger;10;Conventionel;4;Rooibos tea;1;1.901;2.26;0.358;1.3998
1054S;Belanger;10;Conventionel;4;Rooibos tea;1;1.9076;2.2746;0.3671;
1055S;Belanger;10;Conventionel;4;Rooibos tea;1;1.895;2.2499;0.355;1.3712
1056S;Belanger;10;Conventionel;4;Rooibos tea;1;1.9014;2.2575;0.3574;1.4294
1057S;Belanger;10;Conventionel;4;Rooibos tea;1;1.9087;2.2644;0.3563;1.4156
1058S;Belanger;10;Conventionel;4;Rooibos tea;1;1.882;2.2344;0.3531;1.4436
1059S;Belanger;10;Conventionel;4;Rooibos tea;1;1.8948;2.2562;0.3608;1.4085
1055N;Belanger;10;Conventionel;4;Cranberry litter;1;1.8888;2.2513;0.3624;1.7976
1056N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9109;2.281;0.3703;1.7457
1057N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9161;2.2757;0.3593;1.7547
1058N;Belanger;10;Conventionel;4;Cranberry litter;1;1.917;2.2746;0.3582;1.867
1059N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9009;2.2549;0.3545;1.8257
1060N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9043;2.2638;0.3615;
1061N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9134;2.2706;0.3572;1.8547
1062N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9128;2.2695;0.3585;1.8001
1063N;Belanger;10;Conventionel;4;Cranberry litter;1;1.8896;2.2469;0.3563;
1064N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9208;2.2836;0.3636;1.7926
1065N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9116;2.2776;0.3657;1.8051
1066N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9001;2.2652;0.365;1.7521
1067N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9055;2.2598;0.3539;1.8147
1068N;Belanger;10;Conventionel;4;Cranberry litter;1;1.8836;2.2438;0.3614;1.7359
1069N;Belanger;10;Conventionel;4;Cranberry litter;1;1.8822;2.2422;0.3602;
1070N;Belanger;10;Conventionel;4;Cranberry litter;1;1.8871;2.2461;0.3589;1.608
1071N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9001;2.2558;0.3547;1.7932
1072N;Belanger;10;Conventionel;4;Cranberry litter;1;1.9072;2.2683;0.3618;1.8552
1073N;Belanger;10;Conventionel;4;Cranberry litter;1;1.8927;2.252;0.3604;1.7748
1074N;Belanger;10;Conventionel;4;Cranberry litter;1;1.8961;2.263;0.3652;
503G;Belanger;10;Conventionel;4;Green tea;2;1.758;2.118;0.36;0.8451
504G;Belanger;10;Conventionel;4;Green tea;2;1.774;2.126;0.353;0.8982
505G;Belanger;10;Conventionel;4;Green tea;2;1.772;2.13;0.358;0.876
506G;Belanger;10;Conventionel;4;Green tea;2;1.751;2.109;0.358;0.8237
507G;Belanger;10;Conventionel;4;Green tea;2;1.755;2.12;0.365;0.8032
508G;Belanger;10;Conventionel;4;Green tea;2;1.759;2.123;0.363;0.8664
509G;Belanger;10;Conventionel;4;Green tea;2;1.777;2.137;0.361;0.901
510G;Belanger;10;Conventionel;4;Green tea;2;1.781;2.132;0.351;0.8653
511G;Belanger;10;Conventionel;4;Green tea;2;1.784;2.151;0.366;0.9094
512G;Belanger;10;Conventionel;4;Green tea;2;1.776;2.133;0.357;0.9248
513G;Belanger;10;Conventionel;4;Green tea;2;1.783;2.148;0.366;0.8961
514G;Belanger;10;Conventionel;4;Green tea;2;1.757;2.123;0.365;0.8657
515G;Belanger;10;Conventionel;4;Green tea;2;1.798;2.16;0.361;0.8507
516G;Belanger;10;Conventionel;4;Green tea;2;1.796;2.157;0.361;0.9587
517G;Belanger;10;Conventionel;4;Green tea;2;1.759;2.123;0.363;0.8597
518G;Belanger;10;Conventionel;4;Green tea;2;1.785;2.142;0.357;0.9092
519G;Belanger;10;Conventionel;4;Green tea;2;1.769;2.125;0.355;0.9022
520G;Belanger;10;Conventionel;4;Green tea;2;1.753;2.113;0.359;
521G;Belanger;10;Conventionel;4;Green tea;2;1.784;2.146;0.361;0.9315
522G;Belanger;10;Conventionel;4;Green tea;2;1.769;2.135;0.368;0.901
1060S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9078;2.2641;0.3566;1.5111
1061S;Belanger;10;Conventionel;4;Rooibos tea;2;1.8999;2.26;0.3607;
1062S;Belanger;10;Conventionel;4;Rooibos tea;2;1.8881;2.2505;0.3639;1.4821
1063S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9035;2.2696;0.3641;1.4677
1064S;Belanger;10;Conventionel;4;Rooibos tea;2;1.8966;2.2519;0.3551;1.6027
1065S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9023;2.268;0.3647;1.4205
1066S;Belanger;10;Conventionel;4;Rooibos tea;2;1.902;2.2566;0.3553;1.4619
1067S;Belanger;10;Conventionel;4;Rooibos tea;2;1.893;2.2537;0.3606;1.5105
1068S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9007;2.2572;0.3572;1.4504
1069S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9033;2.2657;0.363;1.5034
1070S;Belanger;10;Conventionel;4;Rooibos tea;2;1.8922;2.2547;0.3618;1.5158
1071S;Belanger;10;Conventionel;4;Rooibos tea;2;1.8961;2.2588;0.3637;1.489
1072S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9017;2.2669;0.3643;1.512
1073S;Belanger;10;Conventionel;4;Rooibos tea;2;1.8929;2.2554;0.3613;1.5161
1074S;Belanger;10;Conventionel;4;Rooibos tea;2;1.9138;2.2714;0.3564;1.5286
