Tea type;Prelevement;Final carbon (%);Final weight (g);Initial weight (g);Initial carbon (%)
Green tea;2;49,2753635;0,9416;1,78;47,99466667
Green tea;2;49,2753635;0,894;1,779;47,99466667
Green tea;2;49,2753635;0,8351;1,797;47,99466667
Green tea;2;49,2753635;0,8765;1,757;47,99466667
Green tea;2;49,2753635;0,9725;1,757;47,99466667
Green tea;2;49,2753635;0,8914;1,752;47,99466667
Green tea;2;49,2753635;0,7321;1,797;47,99466667
Green tea;2;49,2753635;0,921;1,77;47,99466667
Green tea;2;49,2753635;0,9641;1,76;47,99466667
Green tea;2;49,2753635;1,0268;1,799;47,99466667
Green tea;2;49,2753635;0,9151;1,8;47,99466667
Green tea;2;49,2753635;0,8918;1,797;47,99466667
Green tea;2;49,2753635;0,9576;1,793;47,99466667
Green tea;2;49,5929936;0,98;1,769;47,99466667
Green tea;2;49,5929936;0,9625;1,763;47,99466667
Green tea;2;49,5929936;0,9667;1,779;47,99466667
Green tea;2;49,5929936;0,9883;1,77;47,99466667
Green tea;2;49,5929936;0,9807;1,768;47,99466667
Green tea;2;49,5929936;0,9904;1,791;47,99466667
Green tea;2;49,5929936;0,9265;1,756;47,99466667
Green tea;2;49,5929936;0,9745;1,764;47,99466667
Green tea;2;49,5929936;0,9964;1,754;47,99466667
Green tea;2;49,5929936;1,0006;1,767;47,99466667
Green tea;2;49,5929936;0,9727;1,784;47,99466667
Green tea;2;49,5929936;0,8872;1,789;47,99466667
Green tea;2;49,5929936;0,9018;1,785;47,99466667
Green tea;2;49,5929936;0,9927;1,781;47,99466667
Green tea;2;49,5929936;1,0206;1,792;47,99466667
Green tea;2;49,5929936;1,0141;1,786;47,99466667
Green tea;2;49,5929936;0,989;1,786;47,99466667
Green tea;2;49,5929936;0,9155;1,753;47,99466667
Green tea;2;49,2753635;0,9857;1,768;47,99466667
Green tea;2;49,2753635;0,9857;1,76;47,99466667
Green tea;2;49,2753635;0,983;1,766;47,99466667
Green tea;2;49,2753635;0,9759;1,792;47,99466667
Green tea;2;49,2753635;0,9938;1,799;47,99466667
Green tea;2;49,2753635;0,9731;1,772;47,99466667
Green tea;2;49,2753635;0,9624;1,76;47,99466667
Green tea;2;49,2753635;0,9792;1,757;47,99466667
Green tea;2;49,2753635;0,9673;1,755;47,99466667
Green tea;2;49,2753635;0,9687;1,775;47,99466667
Green tea;2;49,2753635;0,9795;1,764;47,99466667
Green tea;2;49,2753635;0,9618;1,769;47,99466667
Green tea;2;49,2753635;0,9654;1,775;47,99466667
Green tea;2;49,2753635;0,9723;1,756;47,99466667
Green tea;2;49,2753635;0,9614;1,783;47,99466667
Green tea;2;49,2753635;0,994;1,78;47,99466667
Green tea;2;49,2753635;0,9703;1,769;47,99466667
Green tea;2;49,2753635;0,9745;1,756;47,99466667
Green tea;3;47,61317437;0,8888;1,777;47,99466667
Green tea;3;47,61317437;0,9047;1,784;47,99466667
Green tea;3;47,61317437;0,8534;1,765;47,99466667
Green tea;3;47,61317437;0,9282;1,765;47,99466667
Green tea;3;47,61317437;0,9129;1,798;47,99466667
Green tea;3;47,61317437;0,9397;1,77;47,99466667
Green tea;3;47,61317437;0,8871;1,776;47,99466667
Green tea;3;47,61317437;0,9392;1,796;47,99466667
Green tea;3;47,61317437;0,8625;1,786;47,99466667
Green tea;3;47,61317437;0,8466;1,798;47,99466667
Green tea;3;47,61317437;0,9322;1,787;47,99466667
Green tea;3;47,61317437;0,8823;1,781;47,99466667
Green tea;3;47,61317437;0,8415;1,788;47,99466667
Green tea;3;47,61317437;0,8988;1,783;47,99466667
Green tea;3;47,61317437;0,8577;1,778;47,99466667
Green tea;3;47,61317437;0,8388;1,756;47,99466667
Green tea;3;47,61317437;0,8046;1,771;47,99466667
Green tea;3;47,61317437;0,8937;1,777;47,99466667
Green tea;3;47,61317437;0,8129;1,798;47,99466667
Green tea;3;48,01752608;0,825;1,78;47,99466667
Green tea;3;48,01752608;0,76;1,774;47,99466667
Green tea;3;48,01752608;0,8391;1,768;47,99466667
Green tea;3;48,01752608;0,8515;1,783;47,99466667
Green tea;3;48,01752608;0,8018;1,775;47,99466667
Green tea;3;48,01752608;0,8713;1,779;47,99466667
Green tea;3;48,01752608;0,8947;1,784;47,99466667
Green tea;3;48,01752608;0,852;1,769;47,99466667
Green tea;3;48,01752608;0,8726;1,765;47,99466667
Green tea;3;48,01752608;0,8289;1,778;47,99466667
Green tea;3;48,01752608;0,8575;1,798;47,99466667
Green tea;3;48,01752608;0,8782;1,78;47,99466667
Green tea;3;48,01752608;0,8272;1,785;47,99466667
Green tea;3;48,01752608;0,863;1,785;47,99466667
Green tea;3;48,01752608;0,7834;1,795;47,99466667
Green tea;3;48,01752608;0,9134;1,796;47,99466667
Green tea;3;48,39755589;0,9031;1,767;47,99466667
Green tea;3;48,39755589;0,9138;1,791;47,99466667
Green tea;3;48,39755589;0,9009;1,757;47,99466667
Green tea;3;48,39755589;0,9076;1,758;47,99466667
Green tea;3;48,39755589;0,9081;1,791;47,99466667
Green tea;3;48,39755589;0,885;1,789;47,99466667
Green tea;3;48,39755589;0,8557;1,789;47,99466667
Green tea;3;48,39755589;0,8677;1,77;47,99466667
Green tea;3;48,39755589;0,9127;1,793;47,99466667
Green tea;3;48,39755589;0,8945;1,752;47,99466667
Green tea;3;48,39755589;0,9029;1,75;47,99466667
Green tea;3;48,39755589;0,909;1,789;47,99466667
Green tea;3;48,39755589;0,903;1,78;47,99466667
Green tea;3;48,39755589;0,9141;1,771;47,99466667
Green tea;3;48,39755589;0,9114;1,799;47,99466667
Green tea;3;48,39755589;0,9154;1,777;47,99466667
Green tea;3;48,39755589;0,9029;1,787;47,99466667
Green tea;3;48,39755589;0,8878;1,791;47,99466667
Green tea;3;47,78849478;0,8547;1,777;47,99466667
Green tea;3;47,78849478;0,8918;1,777;47,99466667
Green tea;3;47,78849478;0,8901;1,772;47,99466667
Green tea;3;47,78849478;0,9118;1,782;47,99466667
Green tea;3;47,78849478;0,8406;1,772;47,99466667
Green tea;3;47,78849478;0,9022;1,7995;47,99466667
Green tea;3;47,78849478;0,8705;1,751;47,99466667
Green tea;3;47,78849478;0,9316;1,792;47,99466667
Green tea;3;47,78849478;0,9005;1,75;47,99466667
Green tea;3;47,78849478;0,918;1,728;47,99466667
Green tea;3;47,78849478;0,9331;1,777;47,99466667
Green tea;3;47,78849478;0,9128;1,785;47,99466667
Green tea;3;47,78849478;0,8867;1,769;47,99466667
Green tea;3;47,78849478;0,9061;1,788;47,99466667
Green tea;3;47,78849478;0,9016;1,783;47,99466667
Green tea;3;47,78849478;0,9099;1,77;47,99466667
Green tea;3;47,78849478;0,87;1,792;47,99466667
Green tea;3;47,78849478;0,852;1,763;47,99466667
Green tea;3;47,78849478;0,921;1,756;47,99466667
Green tea;3;48,74414307;0,8578;1,795;47,99466667
Green tea;3;48,74414307;0,7962;1,8041;47,99466667
Green tea;3;48,74414307;0,7566;1,755;47,99466667
Green tea;3;48,74414307;0,8514;1,7656;47,99466667
Green tea;3;48,74414307;0,7983;1,79;47,99466667
Green tea;3;48,74414307;0,7902;1,789;47,99466667
Green tea;3;48,74414307;0,8092;1,775;47,99466667
Green tea;3;48,74414307;0,7889;1,788;47,99466667
Green tea;3;48,74414307;0,8324;1,791;47,99466667
Green tea;3;48,74414307;0,8071;1,7916;47,99466667
Green tea;3;48,74414307;0,8604;1,8128;47,99466667
Green tea;3;48,74414307;0,8843;1,8;47,99466667
Green tea;3;48,74414307;0,8295;1,761;47,99466667
Green tea;3;48,74414307;0,8002;1,7987;47,99466667
Green tea;3;48,94277198;0,6371;1,754;47,99466667
Green tea;3;48,94277198;0,7434;1,7496;47,99466667
Green tea;3;48,94277198;0,7303;1,7573;47,99466667
Green tea;3;48,94277198;0,7366;1,7864;47,99466667
Green tea;3;48,94277198;0,6386;1,78;47,99466667
Green tea;3;48,94277198;0,5357;1,776;47,99466667
Green tea;3;48,94277198;0,769;1,8175;47,99466667
Green tea;3;48,94277198;0,6091;1,7664;47,99466667
Green tea;3;48,94277198;0,733;1,76;47,99466667
Green tea;3;48,94277198;0,7975;1,792;47,99466667
Green tea;3;48,94277198;0,6489;1,775;47,99466667
Green tea;3;48,94277198;0,6202;1,788;47,99466667
Green tea;3;48,94277198;0,6806;1,767;47,99466667
Green tea;3;48,94277198;0,6653;1,793;47,99466667
Green tea;3;48,94277198;0,6703;1,799;47,99466667
Green tea;3;48,94277198;0,7826;1,796;47,99466667
Green tea;3;48,94277198;0,6411;1,756;47,99466667
Green tea;3;48,94277198;0,7838;1,791;47,99466667
Green tea;3;48,94277198;0,7835;1,787;47,99466667
Green tea;3;49,04309985;0,8998;1,783;47,99466667
Green tea;3;49,04309985;0,8743;1,764;47,99466667
Green tea;3;49,04309985;0,6832;1,789;47,99466667
Green tea;3;49,04309985;0,9219;1,783;47,99466667
Green tea;3;49,04309985;0,8831;1,8;47,99466667
Green tea;3;49,04309985;0,8915;1,786;47,99466667
Green tea;3;49,04309985;0,8633;1,776;47,99466667
Green tea;3;49,04309985;0,8699;1,768;47,99466667
Green tea;3;49,04309985;0,8795;1,751;47,99466667
Green tea;3;49,04309985;0,8961;1,786;47,99466667
Green tea;3;49,04309985;0,8708;1,778;47,99466667
Green tea;3;49,04309985;0,9034;1,784;47,99466667
Green tea;3;49,04309985;0,8611;1,77;47,99466667
Green tea;3;49,04309985;0,7815;1,758;47,99466667
Green tea;3;49,04309985;0,8657;1,784;47,99466667
Green tea;3;48,95391952;0,8848;1,787;47,99466667
Green tea;3;48,95391952;0,7452;1,806;47,99466667
Green tea;3;48,95391952;0,8587;1,783;47,99466667
Green tea;3;48,95391952;0,8079;1,76;47,99466667
Green tea;3;48,95391952;0,9215;1,784;47,99466667
Green tea;3;48,95391952;0,8906;1,773;47,99466667
Green tea;3;48,95391952;0,8627;1,767;47,99466667
Green tea;3;48,95391952;0,8925;1,789;47,99466667
Green tea;3;48,95391952;0,9128;1,799;47,99466667
Green tea;3;48,95391952;0,8406;1,761;47,99466667
Green tea;3;48,95391952;0,9035;1,773;47,99466667
Green tea;3;48,95391952;0,8403;1,78;47,99466667
Green tea;3;48,95391952;0,8609;1,796;47,99466667
Green tea;3;48,95391952;0,7783;1,759;47,99466667
Green tea;3;48,95391952;0,8441;1,755;47,99466667
Green tea;3;48,95391952;0,8165;1,761;47,99466667
Green tea;3;48,95391952;0,8437;1,8;47,99466667
Green tea;3;48,95391952;0,8124;1,77;47,99466667
Green tea;4;51,16036229;0,8722;1,765;47,99466667
Green tea;4;51,16036229;0,9419;1,795;47,99466667
Green tea;4;51,16036229;0,867;1,77;47,99466667
Green tea;4;51,16036229;0,8952;1,794;47,99466667
Green tea;4;51,16036229;0,8581;1,793;47,99466667
Green tea;4;51,16036229;0,8452;1,759;47,99466667
Green tea;4;51,16036229;0,8796;1,794;47,99466667
Green tea;4;51,16036229;0,799;1,787;47,99466667
Green tea;4;51,16036229;0,8783;1,769;47,99466667
Green tea;4;51,16036229;0,8956;1,794;47,99466667
Green tea;4;51,16036229;0,8592;1,787;47,99466667
Green tea;4;51,16036229;0,8711;1,782;47,99466667
Green tea;4;51,16036229;0,8789;1,779;47,99466667
Green tea;4;51,16036229;0,9037;1,777;47,99466667
Green tea;4;51,16036229;0,9005;1,782;47,99466667
Green tea;4;51,16036229;0,8929;1,789;47,99466667
Green tea;4;51,16036229;0,8303;1,788;47,99466667
Green tea;4;51,16036229;0,8764;1,789;47,99466667
Green tea;4;51,16036229;0,8734;1,792;47,99466667
Green tea;4;51,16036229;0,9023;1,796;47,99466667
Green tea;4;51,10761755;0,9238;1,796;47,99466667
Green tea;4;51,10761755;0,8522;1,788;47,99466667
Green tea;4;51,10761755;0,8356;1,784;47,99466667
Green tea;4;51,10761755;0,8022;1,763;47,99466667
Green tea;4;51,10761755;0,8268;1,785;47,99466667
Green tea;4;51,10761755;0,8755;1,8;47,99466667
Green tea;4;51,10761755;0,8289;1,758;47,99466667
Green tea;4;51,10761755;0,8364;1,792;47,99466667
Green tea;4;51,10761755;0,8625;1,775;47,99466667
Green tea;4;51,10761755;0,8753;1,797;47,99466667
Green tea;4;51,10761755;0,833;1,755;47,99466667
Green tea;4;51,10761755;0,8489;1,789;47,99466667
Green tea;4;51,10761755;0,8726;1,786;47,99466667
Green tea;4;51,10761755;0,8509;1,752;47,99466667
Green tea;4;51,10761755;0,8726;1,799;47,99466667
Green tea;4;51,10761755;0,8124;1,799;47,99466667
Green tea;4;51,10761755;0,8597;1,76;47,99466667
Green tea;4;51,10761755;0,8322;1,75;47,99466667
Green tea;4;51,10761755;0,8456;1,791;47,99466667
Green tea;4;51,39162765;0,7628;1,775;47,99466667
Green tea;4;51,39162765;0,82;1,787;47,99466667
Green tea;4;51,39162765;0,8953;1,774;47,99466667
Green tea;4;51,39162765;0,8297;1,765;47,99466667
Green tea;4;51,39162765;0,8442;1,759;47,99466667
Green tea;4;51,39162765;0,7818;1,753;47,99466667
Green tea;4;51,39162765;0,8421;1,794;47,99466667
Green tea;4;51,39162765;0,848;1,769;47,99466667
Green tea;4;51,39162765;0,8045;1,768;47,99466667
Green tea;4;51,39162765;0,8322;1,755;47,99466667
Green tea;4;51,39162765;0,8826;1,776;47,99466667
Green tea;4;51,39162765;0,8482;1,795;47,99466667
Green tea;4;51,39162765;0,68;1,757;47,99466667
Green tea;4;51,39162765;0,7604;1,773;47,99466667
Green tea;4;51,39162765;0,8034;1,792;47,99466667
Green tea;4;51,39162765;0,8462;1,786;47,99466667
Green tea;4;51,39162765;0,8612;1,775;47,99466667
Green tea;4;51,39162765;0,8548;1,799;47,99466667
Green tea;4;51,39162765;0,7722;1,772;47,99466667
Green tea;4;50,70290316;0,8451;1,758;47,99466667
Green tea;4;50,70290316;0,8982;1,774;47,99466667
Green tea;4;50,70290316;0,876;1,772;47,99466667
Green tea;4;50,70290316;0,8237;1,751;47,99466667
Green tea;4;50,70290316;0,8032;1,755;47,99466667
Green tea;4;50,70290316;0,8664;1,759;47,99466667
Green tea;4;50,70290316;0,901;1,777;47,99466667
Green tea;4;50,70290316;0,8653;1,781;47,99466667
Green tea;4;50,70290316;0,9094;1,784;47,99466667
Green tea;4;50,70290316;0,9248;1,776;47,99466667
Green tea;4;50,70290316;0,8961;1,783;47,99466667
Green tea;4;50,70290316;0,8657;1,757;47,99466667
Green tea;4;50,70290316;0,8507;1,798;47,99466667
Green tea;4;50,70290316;0,9587;1,796;47,99466667
Green tea;4;50,70290316;0,8597;1,759;47,99466667
Green tea;4;50,70290316;0,9092;1,785;47,99466667
Green tea;4;50,70290316;0,9022;1,769;47,99466667
Green tea;4;50,70290316;0,9315;1,784;47,99466667
Green tea;4;50,70290316;0,901;1,769;47,99466667
Green tea;4;50,15306214;0,7721;1,76;47,99466667
Green tea;4;50,15306214;0,8071;1,799;47,99466667
Green tea;4;50,15306214;0,8113;1,779;47,99466667
Green tea;4;50,15306214;0,8155;1,794;47,99466667
Green tea;4;50,15306214;0,6619;1,777;47,99466667
Green tea;4;50,15306214;0,6168;1,775;47,99466667
Green tea;4;50,15306214;0,8127;1,78;47,99466667
Green tea;4;50,15306214;0,7091;1,796;47,99466667
Green tea;4;50,15306214;0,6339;1,791;47,99466667
Green tea;4;50,15306214;0,7509;1,765;47,99466667
Green tea;4;50,15306214;0,6091;1,796;47,99466667
Green tea;4;50,15306214;0,9019;1,781;47,99466667
Green tea;4;50,15306214;0,6572;1,763;47,99466667
Green tea;4;50,15306214;0,6877;1,773;47,99466667
Green tea;4;50,15306214;0,6495;1,752;47,99466667
Green tea;4;50,15306214;0,8106;1,782;47,99466667
Green tea;4;50,15306214;0,6785;1,795;47,99466667
Green tea;4;50,15306214;0,7934;1,789;47,99466667
Green tea;4;50,15306214;0,6415;1,797;47,99466667
Green tea;4;50,15306214;0,6829;1,795;47,99466667
Green tea;4;50,68184215;0,3657;1,769;47,99466667
Green tea;4;50,68184215;0,7366;1,781;47,99466667
Green tea;4;50,68184215;0,7913;1,777;47,99466667
Green tea;4;50,68184215;0,7845;1,799;47,99466667
Green tea;4;50,68184215;0,587;1,779;47,99466667
Green tea;4;50,68184215;0,5563;1,756;47,99466667
Green tea;4;50,68184215;0,7245;1,786;47,99466667
Green tea;4;50,68184215;0,7793;1,762;47,99466667
Green tea;4;50,68184215;0,6085;1,79;47,99466667
Green tea;4;50,68184215;0,5481;1,783;47,99466667
Green tea;4;50,68184215;0,6704;1,792;47,99466667
Green tea;4;50,68184215;0,7222;1,793;47,99466667
Green tea;4;50,68184215;0,8504;1,8;47,99466667
Green tea;4;50,68184215;0,5423;1,779;47,99466667
Green tea;4;50,68184215;0,5842;1,775;47,99466667
Green tea;4;50,68184215;0,6128;1,769;47,99466667
Green tea;4;50,68184215;0,6277;1,757;47,99466667
Green tea;4;50,68184215;0,5084;1,795;47,99466667
Green tea;4;50,68184215;0,7622;1,764;47,99466667
Green tea;4;51,52870056;0,8418;1,794;47,99466667
Green tea;4;51,52870056;0,8429;1,78;47,99466667
Green tea;4;51,52870056;0,8611;1,796;47,99466667
Green tea;4;51,52870056;0,8602;1,799;47,99466667
Green tea;4;51,52870056;0,822;1,768;47,99466667
Green tea;4;51,52870056;0,8402;1,782;47,99466667
Green tea;4;51,52870056;0,6889;1,796;47,99466667
Green tea;4;51,52870056;0,637;1,775;47,99466667
Green tea;4;51,52870056;0,8042;1,759;47,99466667
Green tea;4;51,52870056;0,839;1,797;47,99466667
Green tea;4;51,52870056;0,8753;1,796;47,99466667
Green tea;4;51,52870056;0,8591;1,795;47,99466667
Green tea;4;51,52870056;0,8234;1,781;47,99466667
Green tea;4;51,52870056;0,65;1,766;47,99466667
Green tea;4;51,52870056;0,8364;1,756;47,99466667
Green tea;4;51,52870056;0,8383;1,784;47,99466667
Green tea;4;51,52870056;0,6565;1,781;47,99466667
Green tea;4;51,52870056;0,8606;1,754;47,99466667
Green tea;4;51,52870056;0,8595;1,798;47,99466667
Green tea;4;51,52870056;0,8374;1,802;47,99466667
Green tea;4;52,04735069;0,6918;1,7763;47,99466667
Green tea;4;52,04735069;0,8043;1,779;47,99466667
Green tea;4;52,04735069;0,6887;1,7767;47,99466667
Green tea;4;52,04735069;0,624;1,752;47,99466667
Green tea;4;52,04735069;0,5812;1,757;47,99466667
Green tea;4;52,04735069;0,8117;1,795;47,99466667
Green tea;4;52,04735069;0,8346;1,758;47,99466667
Green tea;4;52,04735069;0,8236;1,762;47,99466667
Green tea;4;52,04735069;0,5834;1,767;47,99466667
Green tea;4;52,04735069;0,7897;1,753;47,99466667
Green tea;4;52,04735069;0,615;1,778;47,99466667
Green tea;4;52,04735069;0,6963;1,75;47,99466667
Green tea;4;52,04735069;0,8265;1,8;47,99466667
Green tea;4;52,04735069;0,8443;1,803;47,99466667
Green tea;4;52,04735069;0,8374;1,792;47,99466667
Green tea;4;52,04735069;0,7344;1,791;47,99466667
Green tea;4;52,04735069;0,8283;1,761;47,99466667
Green tea;5;49,47426386;0,8086;1,784;47,99466667
Green tea;5;49,47426386;0,8499;1,763;47,99466667
Green tea;5;49,47426386;0,883;1,798;47,99466667
Green tea;5;49,47426386;0,8123;1,762;47,99466667
Green tea;5;49,47426386;0,8546;1,76;47,99466667
Green tea;5;49,47426386;0,8395;1,776;47,99466667
Green tea;5;49,47426386;0,7779;1,769;47,99466667
Green tea;5;49,47426386;0,8361;1,77;47,99466667
Green tea;5;49,47426386;0,6764;1,7832;47,99466667
Green tea;5;49,47426386;0,817;1,77;47,99466667
Green tea;5;49,47426386;0,835;1,772;47,99466667
Green tea;5;49,47426386;0,8152;1,769;47,99466667
Green tea;5;49,47426386;0,9048;1,792;47,99466667
Green tea;5;49,47426386;0,8983;1,781;47,99466667
Green tea;5;49,47426386;0,7779;1,765;47,99466667
Green tea;5;49,47426386;0,9023;1,798;47,99466667
Green tea;5;49,8474877;0,8723;1,781;47,99466667
Green tea;5;49,8474877;0,8131;1,764;47,99466667
Green tea;5;49,8474877;0,8238;1,79;47,99466667
Green tea;5;49,8474877;0,8718;1,773;47,99466667
Green tea;5;49,8474877;0,8733;1,773;47,99466667
Green tea;5;49,8474877;0,7771;1,777;47,99466667
Green tea;5;49,8474877;0,9198;1,783;47,99466667
Green tea;5;49,8474877;0,8689;1,783;47,99466667
Green tea;5;49,8474877;0,7824;1,779;47,99466667
Green tea;5;49,8474877;0,9152;1,782;47,99466667
Green tea;5;49,8474877;0,7731;1,753;47,99466667
Green tea;5;49,8474877;0,874;1,757;47,99466667
Green tea;5;49,8474877;0,8663;1,761;47,99466667
Green tea;5;49,8474877;0,8789;1,757;47,99466667
Green tea;5;49,8474877;0,9185;1,775;47,99466667
Green tea;5;49,8474877;0,9026;1,755;47,99466667
Green tea;5;49,8474877;0,9058;1,799;47,99466667
Green tea;5;49,8474877;0,8784;1,794;47,99466667
Green tea;5;49,8474877;0,8631;1,776;47,99466667
Green tea;5;49,78682597;0,6213;1,779;47,99466667
Green tea;5;49,78682597;0,6273;1,756;47,99466667
Green tea;5;49,78682597;0,7629;1,759;47,99466667
Green tea;5;49,78682597;0,6332;1,768;47,99466667
Green tea;5;49,78682597;0,7644;1,756;47,99466667
Green tea;5;49,78682597;0,5991;1,764;47,99466667
Green tea;5;49,78682597;0,7193;1,75;47,99466667
Green tea;5;49,78682597;0,6086;1,765;47,99466667
Green tea;5;49,78682597;0,5534;1,796;47,99466667
Green tea;5;49,78682597;0,7383;1,775;47,99466667
Green tea;5;49,78682597;0,7434;1,766;47,99466667
Green tea;5;49,78682597;0,585;1,779;47,99466667
Green tea;5;49,78682597;0,6772;1,768;47,99466667
Green tea;5;49,78682597;0,6982;1,774;47,99466667
Green tea;5;49,78682597;0,7252;1,774;47,99466667
Green tea;5;49,78682597;0,6246;1,795;47,99466667
Green tea;5;49,78682597;0,5545;1,792;47,99466667
Green tea;5;49,78682597;0,745;1,772;47,99466667
Green tea;5;40,8500172;0,6122;1,759;47,99466667
Green tea;5;40,8500172;0,72;1,769;47,99466667
Green tea;5;40,8500172;0,5645;1,784;47,99466667
Green tea;5;40,8500172;0,6352;1,7656;47,99466667
Green tea;5;40,8500172;0,5212;1,765;47,99466667
Green tea;5;40,8500172;0,5258;1,782;47,99466667
Green tea;5;40,8500172;0,6456;1,789;47,99466667
Green tea;5;40,8500172;0,6306;1,778;47,99466667
Green tea;5;40,8500172;0,6495;1,766;47,99466667
Green tea;5;40,8500172;0,6178;1,767;47,99466667
Green tea;5;40,8500172;0,5679;1,793;47,99466667
Green tea;5;40,8500172;0,6206;1,773;47,99466667
Green tea;5;40,8500172;0,5925;1,784;47,99466667
Green tea;5;40,8500172;0,7155;1,769;47,99466667
Green tea;5;40,8500172;0,5175;1,773;47,99466667
Green tea;5;50,54149896;0,7199;1,762;47,99466667
Green tea;5;50,54149896;0,7769;1,774;47,99466667
Green tea;5;50,54149896;0,7216;1,792;47,99466667
Green tea;5;50,54149896;0,7744;1,766;47,99466667
Green tea;5;50,54149896;0,7775;1,777;47,99466667
Green tea;5;50,54149896;0,7843;1,792;47,99466667
Green tea;5;50,54149896;0,7906;1,7818;47,99466667
Green tea;5;50,54149896;0,7707;1,794;47,99466667
Green tea;5;50,54149896;0,751;1,79;47,99466667
Green tea;5;50,54149896;0,7585;1,788;47,99466667
Green tea;5;50,54149896;0,7007;1,791;47,99466667
Green tea;5;50,54149896;0,565;1,757;47,99466667
Green tea;5;50,54149896;0,567;1,754;47,99466667
Green tea;5;50,54149896;0,7669;1,776;47,99466667
Green tea;5;50,54149896;0,637;1,797;47,99466667
Green tea;5;50,54149896;0,6212;1,787;47,99466667
Green tea;5;50,54149896;0,7371;1,8;47,99466667
Green tea;5;50,54149896;0,5434;1,773;47,99466667
Green tea;5;49,49277083;0,7537;1,764;47,99466667
Green tea;5;49,49277083;0,7946;1,796;47,99466667
Green tea;5;49,49277083;0,8009;1,799;47,99466667
Green tea;5;49,49277083;0,7719;1,765;47,99466667
Green tea;5;49,49277083;0,7839;1,756;47,99466667
Green tea;5;49,49277083;0,7906;1,786;47,99466667
Green tea;5;49,49277083;0,7185;1,798;47,99466667
Green tea;5;49,49277083;0,7562;1,769;47,99466667
Green tea;5;49,49277083;0,7639;1,774;47,99466667
Green tea;5;49,49277083;0,5787;1,773;47,99466667
Green tea;5;49,49277083;0,6262;1,773;47,99466667
Green tea;5;49,49277083;0,7279;1,751;47,99466667
Green tea;5;49,49277083;0,7731;1,784;47,99466667
Green tea;5;49,49277083;0,7582;1,791;47,99466667
Green tea;5;49,49277083;0,7432;1,792;47,99466667
Green tea;5;49,49277083;0,7507;1,793;47,99466667
Green tea;5;49,49277083;0,7851;1,791;47,99466667
Green tea;5;49,49277083;0,7808;1,802;47,99466667
Green tea;5;49,49277083;0,7744;1,798;47,99466667
Green tea;6;49,40796504;0,8786;1,774;47,99466667
Green tea;6;49,40796504;0,8813;1,756;47,99466667
Green tea;6;49,40796504;0,8245;1,778;47,99466667
Green tea;6;49,40796504;0,8459;1,79;47,99466667
Green tea;6;49,40796504;0,878;1,766;47,99466667
Green tea;6;49,40796504;0,8002;1,76;47,99466667
Green tea;6;49,40796504;0,921;1,765;47,99466667
Green tea;6;49,40796504;0,8227;1,783;47,99466667
Green tea;6;49,40796504;0,8612;1,763;47,99466667
Green tea;6;49,40796504;0,8652;1,799;47,99466667
Green tea;6;49,40796504;0,8191;1,784;47,99466667
Green tea;6;49,40796504;0,8529;1,792;47,99466667
Green tea;6;49,40796504;0,85;1,79;47,99466667
Green tea;6;49,40796504;0,8558;1,766;47,99466667
Green tea;6;49,40796504;0,8219;1,767;47,99466667
Green tea;6;49,40796504;0,8612;1,788;47,99466667
Green tea;6;49,40796504;0,8156;1,787;47,99466667
Green tea;6;48,62348404;0,8786;1,771;47,99466667
Green tea;6;48,62348404;0,8813;1,798;47,99466667
Green tea;6;48,62348404;0,8245;1,775;47,99466667
Green tea;6;48,62348404;0,8459;1,765;47,99466667
Green tea;6;48,62348404;0,878;1,784;47,99466667
Green tea;6;48,62348404;0,8002;1,777;47,99466667
Green tea;6;48,62348404;0,921;1,784;47,99466667
Green tea;6;48,62348404;0,8227;1,77;47,99466667
Green tea;6;48,62348404;0,8612;1,785;47,99466667
Green tea;6;48,62348404;0,8652;1,774;47,99466667
Green tea;6;48,62348404;0,8191;1,777;47,99466667
Green tea;6;48,62348404;0,8529;1,787;47,99466667
Green tea;6;48,62348404;0,85;1,795;47,99466667
Green tea;6;48,62348404;0,8558;1,789;47,99466667
Green tea;6;48,62348404;0,8219;1,789;47,99466667
Green tea;6;48,62348404;0,8612;1,796;47,99466667
Green tea;6;48,62348404;0,8156;1,785;47,99466667
Green tea;6;50,2794968;0,8849;1,787;47,99466667
Green tea;6;50,2794968;0,869;1,754;47,99466667
Green tea;6;50,2794968;0,926;1,799;47,99466667
Green tea;6;50,2794968;0,9205;1,793;47,99466667
Green tea;6;50,2794968;0,871;1,801;47,99466667
Green tea;6;50,2794968;0,8733;1,763;47,99466667
Green tea;6;50,2794968;0,8948;1,768;47,99466667
Green tea;6;50,2794968;0,9222;1,786;47,99466667
Green tea;6;50,2794968;0,8733;1,793;47,99466667
Green tea;6;50,2794968;0,876;1,771;47,99466667
Green tea;6;50,2794968;0,8785;1,8;47,99466667
Green tea;6;50,2794968;0,8733;1,772;47,99466667
Green tea;6;50,2794968;0,9608;1,772;47,99466667
Green tea;6;50,2794968;0,883;1,771;47,99466667
Green tea;6;50,2794968;0,916;1,787;47,99466667
Green tea;6;50,2794968;0,9367;1,765;47,99466667
Green tea;6;50,2794968;0,8945;1,758;47,99466667
Green tea;6;47,76629005;0,5892;1,766;47,99466667
Green tea;6;47,76629005;0,5879;1,798;47,99466667
Green tea;6;47,76629005;0,5438;1,78;47,99466667
