No;TypeThe;SorteThe;PoidsContenu_g;PoidsTotal _g;PoidsSac_g;Poids_Restant_g;Producteur;Champs;Regie;TypeAzote;DoseN;Repetition;Pourcentage_C;Pourcentage_N;Pourcentage_S
62;H;ControleHibiscus;1,97;2,334;0,364;1,453;Belanger;10;Conventionel;Nproducteur;68,71;;;;
63;H;ControleHibiscus;1,954;2,319;0,364;;Belanger;10;Conventionel;Nproducteur;68,71;;;;
64;H;ControleHibiscus;1,995;2,365;0,369;1,405;Belanger;A9;Biologique;Nproducteur;68,71;;47,003;0,86706;0,0375
65;H;ControleHibiscus;1,976;2,336;0,361;1,653;Belanger;A9;Biologique;Nproducteur;68,71;;43,142;0,66442;0,0254
66;H;ControleHibiscus;1,943;2,305;0,362;1,309;Belanger;A9;Biologique;Nproducteur;68,71;;45,693;0,76115;0,0322
95;H;ControleHibiscus;2,033;2,391;0,358;1,344;Fortier;9;Conventionel;N;0;;49,199;0,69177;0,0316
96;H;ControleHibiscus;2,048;2,415;0,367;1,294;Fortier;9;Conventionel;N;15;;48,407;0,6601;0,0251
97;H;ControleHibiscus;1,925;2,287;0,363;1,191;Fortier;9;Conventionel;N;30;;46,617;0,8336;0,0333
98;H;ControleHibiscus;1,961;2,323;0,362;1,338;Fortier;9;Conventionel;N;45;;43,779;0,76737;0,0315
99;H;ControleHibiscus;1,928;2,291;0,363;1,256;Fortier;9;Conventionel;N;60;;44,334;0,6842;0,026
128;H;ControleHibiscus;1,956;2,318;0,362;1,318;Fortier;45;Conventionel;N;0;;44,623;0,81595;0,0739
129;H;ControleHibiscus;1,909;2,271;0,362;1,118;Fortier;45;Conventionel;N;0;;42,359;0,98187;0,108
130;H;ControleHibiscus;1,913;2,276;0,362;1,189;Fortier;45;Conventionel;N;15;;44,699;0,84637;0,0933
131;H;ControleHibiscus;1,939;2,308;0,369;1,187;Fortier;45;Conventionel;N;15;;44,192;1,0113;0,105
132;H;ControleHibiscus;2,007;2,367;0,36;1,209;Fortier;45;Conventionel;N;30;;44,379;0,78915;0,0823
133;H;ControleHibiscus;1,971;2,333;0,362;1,119;Fortier;45;Conventionel;N;30;;44,575;1,1261;0,12
134;H;ControleHibiscus;2,023;2,384;0,361;1,34;Fortier;45;Conventionel;N;45;;45,911;0,91797;0,076
135;H;ControleHibiscus;1,983;2,35;0,366;1,306;Fortier;45;Conventionel;N;45;;42,522;0,68293;0,0844
136;H;ControleHibiscus;2,019;2,382;0,364;1,375;Fortier;45;Conventionel;N;60;;44,493;0,77773;0,104
137;H;ControleHibiscus;1,952;2,32;0,368;;Fortier;45;Conventionel;N;60;;44,754;1,1895;0,117
197;H;ControleHibiscus;1,996;2,353;0,357;1,422;Fortier;9;Conventionel;N;30;2;43,08;0,53918;0,017
198;H;ControleHibiscus;1,891;2,249;0,357;;Fortier;9;Conventionel;N;45;2;;;
199;H;ControleHibiscus;1,968;2,33;0,362;1,169;Fortier;9;Conventionel;N;60;2;49,539;0,8039;0,0276
200;H;ControleHibiscus;1,972;2,33;0,358;1,394;Belanger;10;Conventionel;N;45;2;49,727;0,78751;0,0321
201;H;ControleHibiscus;1,984;2,344;0,359;1,513;Belanger;10;Conventionel;N;60;2;48,137;0,86906;0,0376
202;H;ControleHibiscus;1,954;2,315;0,362;;Belanger;10;Conventionel;N;30;2;49,537;0,83203;0,0354
210;H;ControleHibiscus;1,954;2,315;0,36;1,413;Fortier;45;Conventionel;Nproducteur;;2;;;
217;H;ControleHibiscus;1,973;2,329;0,356;;Belanger;10;Conventionel;N;0;;49,69;0,86649;0,041
218;H;ControleHibiscus;1,934;2,295;0,36;1,37;Belanger;10;Conventionel;N;0;;48,226;0,89501;0,0486
219;H;ControleHibiscus;1,969;2,331;0,362;;Belanger;10;Conventionel;N;15;;;;
220;H;ControleHibiscus;1,943;2,304;0,361;1,337;Belanger;10;Conventionel;N;15;;48,354;0,8611;0,0481
221;H;ControleHibiscus;2,006;2,363;0,356;1,593;Belanger;10;Conventionel;Nproducteur;;2;46,014;0,71231;0,0265
222;H;ControleHibiscus;1,999;2,365;0,366;1,476;Fortier;45;Conventionel;Nproducteur;;1;46,167;0,77153;0,0645
223;H;ControleHibiscus;1,97;2,337;0,367;1,318;Fortier;45;Conventionel;Nproducteur;;2;44,273;0,66145;0,0767
224;H;ControleHibiscus;1,949;2,316;0,367;1,333;Fortier;45;Conventionel;Nproducteur;;1;41,603;0,69164;0,0948
226;H;ControleHibiscus;1,95;2,313;0,362;1,786;Fortier;9;Conventionel;Nproducteur;;1;46,061;0,7839;0,03
227;H;ControleHibiscus;1,973;2,329;0,356;;Fortier;9;Conventionel;Nproducteur;;2;;;
228;H;ControleHibiscus;1,991;2,35;0,359;;Fortier;9;Conventionel;Nproducteur;;1;;;
229;H;ControleHibiscus;1,97;2,326;0,356;1,364;Fortier;9;Conventionel;Nproducteur;;2;45,106;0,73977;0,0291
230;H;ControleHibiscus;1,968;2,326;0,358;1,392;Belanger;10;Conventionel;Nproducteur;;1;46,705;0,92594;0,0493
301;H;ControleHibiscus;1,957;2,317;0,357;1,489;Belanger;10;Conventionel;N;30;;49,713;0,82348;0,0314
302;H;ControleHibiscus;1,958;2,312;0,353;1,396;Belanger;10;Conventionel;N;30;;45,89;0,72383;0,0313
303;H;ControleHibiscus;1,981;2,333;0,351;1,416;Belanger;10;Conventionel;N;45;;46,931;0,8655;0,0317
304;H;ControleHibiscus;2,016;2,369;0,353;1,533;Belanger;10;Conventionel;N;45;;48,605;0,78069;0,0293
305;H;ControleHibiscus;1,983;2,344;0,361;1,498;Belanger;10;Conventionel;N;60;;49,051;0,60255;0,0189
306;H;ControleHibiscus;1,968;2,321;0,352;1,382;Belanger;10;Conventionel;N;60;;47,21;1,0154;0,051
307;H;ControleHibiscus;1,931;2,292;0,361;1,237;Belanger;A9;Biologique;N;0;;48,536;0,82164;0,03
308;H;ControleHibiscus;1,955;2,306;0,351;1,271;Belanger;A9;Biologique;N;15;;45,882;0,79739;0,0231
309;H;ControleHibiscus;1,948;2,304;0,355;1,364;Belanger;A9;Biologique;N;30;;48,247;0,67873;0,0194
310;H;ControleHibiscus;1,938;2,302;0,364;1,333;Belanger;A9;Biologique;N;45;;44,107;0,54932;0,00946
311;H;ControleHibiscus;2,013;2,368;0,355;1,369;Belanger;A9;Biologique;N;60;;49,1;0,65033;0,0175
312;H;ControleHibiscus;1,971;2,33;0,359;1,365;Fortier;9;Conventionel;N;0;;45,729;0,67439;0,0143
313;H;ControleHibiscus;1,939;2,301;0,36;1,231;Fortier;9;Conventionel;N;15;;43,169;0,77723;0,0188
314;H;ControleHibiscus;1,981;2,338;0,357;1,224;Fortier;9;Conventionel;N;30;;44,776;0,69173;0,0164
315;H;ControleHibiscus;1,978;2,343;0,363;1,317;Fortier;9;Conventionel;N;45;;45,816;0,8118;0,0224
316;H;ControleHibiscus;1,956;2,324;0,365;1,243;Fortier;9;Conventionel;N;60;;48,563;0,83588;0,0264
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
